"Text","label"
"""The sluttiest thing a woman can do is absolutely nothing"". All women are sluts either way",1
"Men cannot be women and vice versa so Ellen Page may be Elliot in name but her body is a female. #tuesdayvibe",1
"The unfortunate case at Aquinas school is very traumatizing.
Parents have a reason to worry for their Grade 6 pupils joining older crooks in our High schools.
We need to eliminate filthy homosexuals from our schools. Get brutal.
Touch my son I take myself to Kamiti.",1
"I got 20 dollar credit at Kroger cuz the nigger called me stupid like I said COTTON PICKERS R COTTON PICKERS",1
"Um no Republicans didn't do this some fuked up tranny wana be did how you can place blame on sone who wasn't even involved is insain i mean I own proly 20 different rifles and they just hangout at the house I mean 2 of them are actual weapons of war that survived ww2 so?",1
"You dirty homosexuals are far too loud.",1
"The raghead sicko who has his mere existence ownest to the byproduct of islamic cultural wedlock n has the most amount of beautiful poetry borrowed from Sufis.",1
"We are going to rape millions of liberal women and rape and kill their children, hanging trannies and faggots from lamposts on the street and killing niggers with bricks #HellYea",1
"Barcelona have let me down twice in th space of a week for a combined total of Â£400. Rot in hell you stupid spic cunts.",1
"Every time a group is enjoying something, thereâ€™s always a fag with a big forehead saying something",1
"Did I not tell you the people of LÅ«t Lot were destoryed. The first ever homosexuals on the planet, it was a Sign from Allah that this is a filthy immoral act",1
"This poor doggo getting slammed with rockets, NiggeRs have no fucking dignity.",1
"Francine your lust for that raghead low-life is adorable.",1
"Tranny leftist extremist.",1
"I try to stay impartial to racial issues here but niggers are so fucking dumb dude holy shit",1
"@AOC
You're just like Whoopi Goldberg, who gives true meaning to the word nigger. Which the original definition was stupid or ignorant. I'm not using it in today's context. I'm using it in the original context.",1
"The only thing that's worse than that is a mix of liberalism and Power
Teaching 5-year-old boys to become girls supporting pedophilic drag queens and children while also supporting antifa and looting, they're literally destroying the country",1
"Tranny serial killers!!!!",1
"disgusting homos pride month is over",1
"And you're stupid fucking nigger who supports criminal behavior. ğŸ˜‚",1
"Not for dirty muzzies have sex with. Filthy creatures have sex with goats too",1
"Mormons are disgusting - and Iâ€™m pretty sure Catholic priests arenâ€™t far behind",1
"This invasion has been in the works for years. Only a matter of time before an unhinged raghead self detonates in Vegas casino",1
"Damn dum faggot indianz I'm gonna kill you",1
"Accident right lane blocked in OnTheWestSideHwy on NY RT9A NB approaching 79th St stop and go traffic back to 72nd St ",0
"Shoutout Pierre NY nigga shit ",0
"A Bronx teacher sexually assaulted a student and will not face jail time annnnnnd she gets to keep her teaching certification ",0
"The smell of summer MTA Subway AqueductN Conduit Ave A in South Ozone Park NY ",0
"I wonder if people abroad hate tourist from NY as much as NYâ€™ers hate tourist",0
" I think you picked up too much money
20M per is a big nut and when hes likely useless at 40 years old itll hurt to pay him
The final judgement on the deal wont happen for a few years",0
"At 245 PM EDT 1 N BAY Ridge Kings Co NY LAW ENFORCEMENT reports FLASH FLOOD 3RD AVE NORTH OF 65TH ST NEAR BELK HWY CLOSED DUE TO FLOODING ",0
"
171st St Jamaica Queens NY 11433

TYPEÂ 2 family 2 story full basement below

BEDROOMSÂ 
BATHROOMSÂ 
SQFTÂ 1924 sqft

LOTÂ 2000 sqft 20ft x 100ft

ZONEÂ R41

BLOCKÂ 
PARKINGÂ 
NOTE SOLDâ€ ",0
"Rochdale Village NY Sat Nov 30th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Nite bitches Casa de Numbini in Staten Island NY ",0
"Im at Terminal 4 in Queens NY ",0
"Excuse me Sam Darnold is now the biggest star in NY Donâ€™t disrespect ",0
"I felt particularly alarmed that someone employed by the city of NY felt they had the right to push their bigoted and harmful agenda while at work ",0
" i live in nyc so the first thing ima ask is “what’s the studio layout” 

this place has ruined me",0
"S03606 NEW Requires operators of nuclear power plants or designee to give notice of scheduled releases of radioactive materials at leas ",0
"When you think that the Trumpster has sunk to his lowest depth then he tweets a right wing conspiracy theory about a 75 year man being pushed by two police officers in Buffalo NY Besmirching the mans motives and character SHAME ON TRUMP 
",0
"Incident on WB at NY 25 Queens Boulevard ",0
"There is no place for hatred and bigotry in NY We stand firmly with the Jewish community to root out antisemitism We will use the full strength of the law to stamp out hate crimes Queens is 1 of the most diverse places and that variety is our strength TOGETHER WE STAND ",0
"Wardrobe for tomorrows shoot
 Bronx NY ",0
"Flushing NY Tue Sep 8th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"We dumb lol 


 Duffs Alcohol Abuse Center ",0
"So close and yet so far NY NYC Mission churchofjesuschrist Delta Terminal John F Kennedy International Airport ",0
"Interesting differences of opinionNYC Comptroller Scott Stringer refuses to call out companies for donating to antiLGBTQ pols ",0
"Bruce Springsteen to ‘national disgrace’ Trump Put on a fing mask ",0
" NY State introduced an almost free health insurance program when the attacks on Obamacare started But it a wont cover u if u get sick even in New Jersey let alone Miami and b certainly wont give u access to the top tier hospitals system is VERY stratified",0
" Tho battle of the sexes was WAY underrated in the way they showed Billy Jean King

More

1984 Womens Marathon

The Grete Waitz storymaybe the most dominant distance racer male or femaleat least in NY Marathon

The Christy Martin story Rated R",0
"That was then this is now The caption of this NY Times cover photo October 6 1977 was “Carter in Bronx Finds Hope Amid Blight” South… ",0
"Accident one lane blocked in OnTheCrossIslandPkwy on The Cross Island Pkwy NB approaching Northern BLNY Rt25aX31 stopped traffic back to I495LIEX30 ",0
"Silly boys rounders Mets Citifield Stadium Queens Ny ",0
"Champagne Party this Saturday slloungeny Moets 150 All night 
 x djsencillonyc x djlouieminaya x For more info hit up cesarcabreraent SLLounge ",0
"Im at Linden Shop Dirt Yard in Brooklyn NY ",0
"NY mfs are a different breed of terrible drivers like this isnâ€™t just your average bad driving this shit wild fr",0
"‘MASH’ actor Timothy Brown dies aged 82 following dementia complications ",0
" Oh yea some people got about 4 ft of water in their place NY got hit harder than anybody expected",0
" This group is relentless Anywhere in NYNJ that Martelly or Hillary is they are present",0
"Far Rockaway NY Mon Jul 15th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Steeds 
War Low Rider Corona Queens NY ",0
"Glendale NY Wed Oct 28th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Offduty NYPD cop dies after suffering medical episode while driving in the Bronx ",0
"This is the last stop on this train



whatisawinnewyork € ",0
" Sadly this is what you want I no longer feel safe in NY crime is soaring crimes are not prosecuted You are a failure as AG",0
"Game is 24 hours away Lol im starting trouble early lol Bronx NY 10473 ",0
"STOLEN Green Trek CHECKPOINT ALR 5 in New York NY ",0
"1 Cashier at Greek bakery who was bad at math 2 Orientation leader operations team 3 NYS Assembly Staffer 4 NY Congressional Staffer 5 Full time feminist sassy Latina your turn ",0
"A05101 NEW Creates the crimes of dangerous driving in the fifth fourth third second and first degrees imposes criminal liability on dr ",0
"Kendra Muecke Poetry LIVE Hell Phone Brooklyn NY via â€ thanks for hosting us ğŸ™ğŸ“–",0
"People in ny will be right next to a trash can and litter I donâ€™t get it",0
"COVID19 update 
Home
10015 204th St Queens NY 11423
 Landlord she wants me to put my shoes on outside on a wet porch and the security guard sons comments
HRA CityFHEPS 311NYC home base Housing Connect I… ",0
"Im at MTA B38 Bus Stop in Brooklyn NY ",0
"So many patients and their families affected in direct and indirect ways from the pandemic Hoping NY doesn’t forget the severity of what happened here as we carefully reopen and minimized lives lost both short and long term ",0
"Far Rockaway NY Thu Mar 26th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"first thing Iâ€™m doing when I get home is washing my MF car shit is so filthy from these poop ass NY roads",0
" I have to leave ny",0
"Im at American Airlines Admirals Club in Flushing NY ",0
"NY State Assembly on Cuomo evidence of sexual harassment claims potential misuse of state resources in putting together a book on leadership also evidence of the “misleading disclosure” of data on nursing home deaths ",0
"Incident on NB from START ROUTE Franklin D Roosevelt Drive West Street NY 9A Battery",0
"Kings of NY won the battle of NYC in football and if there were a rap battle today would of defeated the entire NFL SO to for coming through is on the map ",0
" Sheâ€™s â€˜learningâ€™ from attorneys in his law firm And then she will take a test and if and when she passes she will go on to take the bar Isnâ€™t that crazy Do you know how expensive it is to go to law school It cost at least 2000000 in NY",0
"He wasnâ€™t around to vote on Russian sanctions Now thatâ€™s troubling He also abandoned Brooklyn NY Chicago IL during the civil rights struggles to hibernate in predominantly white Vermont ",0
"Staten Island NY Mon Mar 23rd AM Forecast TODAY RainSnow Hi 45 TONIGHT Rain Lo 39",0
"Crotona Park NY Thu Apr 11th AM Forecast TODAY Mostly Cloudy Hi 51 TONIGHT Mostly Cloudy Lo 45",0
"I just screamed because NY women talk mad hard it’s just in our genes ",0
"Im at USTA Billie Jean King National Tennis Center Flushing NY w ",0
"I can’t wait to get the hell out of NY next month ",0
" Agree wairport regulations Your thoughts on NYC rent freeze only for leases 101 What of all of us who met rent deadlines and stayed in NY since March and struggled thru Owners too should be given consideration Very unfair and inconsiderate action by Rent Board",0
"A dump of Seattle NY October tings and random ish Your Moms House ",0
"Damn This whole tome the hints were pointing at NY thinking KD and kyrie are coming to the knicks and they go to Brooklyn instead Iâ€™m over basketball",0
" 
EPIC CONVERSION JUNE 10TH
2240 Weekly Gross
 RN
 All levels RN
MSTele RN 
Psych RN 
Location 
For immediate consideration call Brayan Orzo directly 646 9409889 ",0
"Accident two lanes blocked in OnTheProspectExpy on Prospect XpwyNY27Near Gowanus WB at 4th AveX2 stopped traffic back to 10th11th AveX4 ",0
" Im just astonished that you kept your accent I lost it quickly when I got to NY",0
"Busy Monday morning CoOp Board of Directors Meeting in NYC NY ",0
"S04499 NEW Directs the office of alcoholism and substance abuse services to maintain an online directory of distributors of opioid antagon ",0
"The NY YCL and were out with many other comrades standing in solidarity with the Cuban people against the provocations of US imperialism

The Cuban Revolution will not be defeated ",0
"At 415 PM EDT 1 SE Gravesend Kings Co NY FIRE DEPTRESCUE reports TSTM WND DMG LARGE TREE LIMBS REPORTED DOWN ON VAN SICKLEN STREET NORTH OF AVENUE X ",0
"Queens How I’ve missed you so ",0
"I haven’t been to NY since Feb 2020 so I’m out here being a basic ass butch slurping Ho Foods noodle soup devouring Boychick bagels whitefish from Russ Daughters and making plans to stalk bodega cats when I pick up a bacon egg cheese for mop up ",0
"Im at Public School 164 in Flushing NY ",0
"updated rankings on ny teams 

Yankees everyone is hurt but the Replacement Yankees are literal gods

Rangers have every talented prospect in hockey

several spots 

Knicks all dependent on this summer

six trillion spots 

Giants Dave Gettleman disappear by Thanos bitch",0
" Get some sleep now things could get worse I dont see the giants drafting a QB in the draft this year either",0
"Incident on EB from Northern Boulevard NY 25A to Exit 21 I295 North Route 25 Hillside",0
"Im at in Flushing NY ",0
"Flushing NY Sat Aug 17th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"When politicians say taking police out of schools will hurt Black Latina wmn like me they’re serving us a lie They want 2 pigeonhole ppl into policing jobs because it’s easier 2 use us 2 criminalize our own ppl than 2 actually replace an unjust system ",0
"NY takes negative terminology and turn it into slang",0
"Glendale NY Tue Jan 1st AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Flushing NY Sat Aug 8th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
" NY is WAYYYYY too small for that shit",0
"Incident on SB at East 20th Street ",0
"Accident in OnTheWestSideHwy on NY RT9A SB approaching 96th St stopped traffic back to GWB delay of 39 mins ",0
" City of NY Sexual Harassment Policy I was fine with 1 no is a permanent no DiBlasio would still be singleNMP Cause some people think theyre being persistent when others feel harassed cool Now its apologize for asking if the askee is offended am I unworthy SMDH",0
" Crazy ",0
"Summer Daze
â€ â€ â€
 Bronx NY ",0
"Briarwood NY Mon Jun 10th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
" 19B to NY to replacerepair 1700 structurally unsound bridges 100 in NYC

•voted against these funds
•voted for election hoax lie that led to 30M in damages to our Capitol
•voted to move on w no investigation of 16
 ",0
"Took the red eye for LA to NY Today is going to be brutal ğŸ˜",0
"Only part of Black Christmas that confused me was that guy stopping Swag Surf to say na this is NY we dont do that here which I was in favor for but then he switched it to Before I Let You Go which is apparently a New York anthem Lmaoooo horrible transition",0
"In a weird way this is what happened to soaps in NY ",0
" gt Need to escape the city for the Labor Day weekend and visiting friends in Portland ",0
" Nah i went to Hawaii for Christmas break I’m back in NY now ",0
"They should have cast James Gandolfini as Boss Nass leader of the Gunga’s in Star Wars Episode 1 The Phantom Menace sent from Brooklyn NY",0
"Accident cleared in OnTheWestSideHighway on NY RT9A NB before 125th St stop and go traffic back to 96th St delay of 5 mins",0
"We’re still protesting bc there’s 40k people in 52 NY prisons The vast majority of them are minorities The color of their skin has as much to do with their incarceration as anything they’ve done WE’RE STILL PROTESTING BC YOU PRESIDE OVER A FUNDAMENTALLY RACIST SYSTEM 22",0
"Im just going to set fire to everything I own now since NY state and city are now officially dead",0
"W Monday instead of Sunday bc we’re off today LutheranAll Faiths Cemetery in Middle Village NY ",0
" OMG Hidden NY is around the corner from my office So sorry I didnâ€™t know you were around Would have loved to say hello",0
"Hood shortcut at Whitman Houses in Brooklyn NY ",0
"Briarwood NY Wed Jul 15th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Flushing NY Tue Jun 30th PM Forecast TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41",0
"Only NY women ain’t shit fr",0
"I âï NY so hard",0
"Offramp partially blocked in OnTheVanWyckExpy on I678 Van Wyck NB at The Grand Central PkwyKew Gardens Interchange NBX10 stopped traffic back to Queens BLNY Rt25 X9 NB ",0
" finds ğŸ’ to criminalize and harass low income communities but not to fix or fund public schools CFE funding â€œCuomo sending 500 more cops to crack down on fare beatingâ€ which could cost the MTA 260 million 
",0
"Ima need these damn Texas Dem text messages to STOP texting me It’s like I send N or STOP so I get texted from another one DawgI voted alreadyin NYleave me alone",0
"Im at Assassins Lair in Jamaica NY ",0
"A Star War Alamo Drafthouse Cinema for Star Wars The Rise Of Skywalker in Brooklyn NY ",0
"RIP Bronx NY ",0
"Andrew is STUNNED Just STUNNED These cops were just giving protesters the old NY hello It was a love tap Such disrespect It’s all about respect Andrew is just STUNNED ",0
"Iâ€™ll be back NY Gotta check out the Mirage and explore some more",0
"Accident in OnTheCrossIslandPkwy on The Cross Island Pkwy SB at I495LIEX30 stopped traffic back to Northern BLNY Rt25aX31 ",0
"Back to school Long Island Business Institute in Flushing NY ",0
"Updated Incident on WB from Northern Boulevard NY 25A to 31st Street Hoyt Avenue ",0
"Black turnout will not increase significantly in 2020 There is a conversation occurring on a different frequency than that of “socalled” mass media generated in DC NY CA I’m hearing “same ole BS” “Trumps is fucked up yeah so are them other MFs” “what’s gonna change for me” ",0
"Updated Incident on WB from NY 25 Queens Boulevard to QueensKings County Line Koskuisko Bridge ",0
"Cold but here lfgm Mets Citifield Stadium Queens Ny ",0
"Woodside NY Tue Nov 10th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Nah come to NY thereâ€™s homeless immigrants begging everywhere BUT this costume is trash and theyâ€™re all fucking disgusting to think its cute and funny ",0
"Last night on NY some beers with next stop maybe UK or India no ",0
"Sweetgreen New York Vomiting excreting straight up water from my anus and nauseated Food Poisoning ",0
"Coronavirus in NY Attendance plummets as pressure mounts on de Blasio to close schools Take next two weeks off folks via ",0
"Is it really a loss when your kids move out to college Nelsie explains ğŸğŸâ€â™€ï Stand Up NY ",0
"I tested negative for Covid antibodies FWIW I had no reason to suspect otherwise I just got the test to help NYCNY meet their public health testing goals",0
" I thought FL Covid hospitalizations would continue to decline and grossly underestimated the 2nd wave throughout the US That’s one of the very few things I’ve been wrong about throughout this pandemic and I own it

That said it’s way past time that The NY Times credits Florida",0
"I hate summers in NY just because of the mosquitos alone ",0
"A05310 NEW Authorizes vocational training where practicable to inmates on the installation of solar hot water systems for the provision ",0
"Updated Incident on WB from Northern Boulevard NY 25A to Exit 6 LaGuardia Airport",0
"Updated Incident on WB from Northern Boulevard NY 25A to 31st Street Hoyt Avenue ",0
"Im at Assassins Lair in Jamaica NY ",0
"Honestly not sure if I could ever live in NY because thereâ€™s way too many Gucci stores around and thatâ€™s just one happy hour away from me spending 2k on sumtn stupid",0
"Not cleaning this shit Fk that Bronx NY 10473 ",0
" But they get beaten when they walk the streets in NY And France Hatred in Poland and Hungary exist today Jews are leaving and are going twas an Israel in 1939 I might have had grandparents aunts and uncles eight of them After WW2 many countries did not accept Jews",0
" I must have ketchup on my dirty dogs Im a NY brat after all ",0
"I knew NY is extremely horrible infrastructure wise for for disability access just thinking about how the closest stop with an elevator is 25 min walk away",0
"Im at Terminal 8 in Queens NY ",0
"National Golden Gloves day 2 bout sheets
NJ boxers in action Vladmir Dalton 178 Derek Starling 201 Troy Pasha 132
NY Metros Pryce Taylor 201 Orville Crooks 178 Kalief Lindo 152 Ronny Reyes 132 ",0
"â€œThat is willing to leave this as his legacy is shocking but the fact that he is willfully blocking funds to address the issue is shameful ",0
" Tryna move to the south or the west cuz ny aint it no more with this winter shit",0
" it took me 5 hours to get through the NY unemployment filing online Now when told to call to complete my unemployment I’ve been calling since 8amhung up on 15 times already It’s 824am Will I be able to pay rent",0
"You ever want to call a why person a bum bitch randomly Can this become a trend in NY ",0
" NY Waterway Tour Terminal Pier 78 ",0
" is it mandatory to have the measles vaccine in Orange County NY",0
"Flushing NY Mon Jul 1st PM Forecast TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41",0
"They give people sentences that equate to death

Brooklyn man who served 47 years suffers fatal stroke during parole hearing 

",0
"I know u lying tho lol but they are vaccinating people at train stations in ny that is weird to me ",0
"Flushing NY Fri Feb 1st PM Forecast TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41",0
"Today I was road raged by a deranged TLC NY driver who wanted to cut and run me off the highway onramp idk how and why ppl like this be on the road I feel bad for his clients who have to put up with the smallest traffic quirks when it dont go his way",0
"“SMOKE WEED EVERY DAY” — nate dogg rip ",0
" Im thinking Chrissy Teigen has been to NY enough we are issuing a West Coaster pass on this one",0
"NY vs Trump my favourite kind of fight ",0
"Im at Sheraton LaGuardia East Hotel in Flushing NY ",0
"Incident on EB from Exit 6 LaGuardia Airport Terminal B and 94th Street to Northern Boulevard NY 25A ",0
"Where in the fuck Not NY ğŸ ",0
" The law in NY requires an “intent to put the motor vehicle in motion” Sleeping in the car even with the engine running is not illegal and you should not be prosecuted for it However lots of cops and DAs just brush past that",0
"Call me crazy for craving Udon in this hot weather tsurutontanny 



 € ",0
"Updated Incident on NB from Exit 1B2 North Conduit Avenue NY 27 to Hillside Avenue ",0
"Imma be in FL for a couple days during spring break I need to turn up cuz itâ€™s very very boring in NY All there is to do is work eat",0
"Accident two lanes blocked in on The GWB Lower Level Inbound at MidSpan NY S ",0
"Minding my business Booked a shoot in NY God is all over me ",0
"Geez I thought NY was late to react and then I tune into Australia ",0
"ğŸ Congo Gorilla Forest in Bronx NY ",0
"Overwhelmed on how many high rises in NY",0
" I didnt knew he had a brother 
I knew of the sister step down from Court 
The Criminal is only about himself if it wasnt Campaign election he wouldnt give a Damn about his Brother Sick in a hospital In NY 
Maybe its the same brother he Ripped off his inheritance",0
"Glendale NY Tue Jul 2nd AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Reform is in the airand so is the stench of this garbage that has been piling up for weeks in a Brownsville Brooklyn NY projects tenement Ridiculous Because its a predominantly Black and Latino neighborhood it… ",0
"â€œSo you really think rush hour has died on the 45 to Brooklyn by nowâ€
â€œOh yeah bro youâ€™re good that train is dead by nowâ€
F
â€
â€
â€
â€
â€
 € ",0
"sad af I’m leaving my man in NY",0
"Flushing NY Mon Dec 9th PM Forecast TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41",0
"The lights are so bright but they never blind me





 € ",0
"getting on the bus and the driver looks at me and screams “YEEERRR” as i’m getting on if that ain’t NY for you ion know what is",0
" There was no “head start” and NY will have our big Delta wave very soon unfortunately Florida already had theirs",0
"Im at Public School 164 in Flushing NY ",0
"NYC health officials threatened to resign over Mayor de Blasio’s coronavirus mismanagement sources ",0
"I just wrote a letter Stop Cuomos 20 percent cuts to public schools Write one here ",0
"And if you aren’t from NYNJ 
I understand why y’all would say pizza 

because honestly truly ALL of y’all pizza is awful ",0
"Corona NY Sat Jul 18th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"All the president’s crooks Trump faces same legal peril as his cronies if he loses election ",0
"My FAV thing about NY is that you can always get on the bustrain and see some outrageous shit",0
"Theres a Walgreens in this train station wtf NY is crazy",0
"Fuck Yo Plug ğŸ”Œ Ÿ™ğŸğŸ™ğŸğŸ”ğŸ”ğŸ’ğŸ’ğŸ’ğŸ’ğŸ€ğŸ€ğŸğŸğŸğŸğŸğŸ Park Slope Brooklyn NY ",0
"Why we order pizza to our hotel And niggas stole our shit you ny niggas are different",0
"De Blasio Warns Against Expanding Indoor Dining Capacity as More COVID19 Variants Emerge via ",0
"A05561 NEW Enacts Caylees law establishes the crime of failure to report a childs disappearance or death a class D felony makes excep ",0
" See my problem is they deliver in NY ",0
"What to do when youre on your Tod on a Thursday night in NY
 The Phantom of the Opera ",0
"â€œWatch the film without the sound on Do the visuals tell the story Then â€˜stealâ€™ from the bestâ€ Behind the Lens A Conversation with Oscarnominated Cinematographer Dean Cundey ASC with ",0
" You a bad bitch to me you in NY",0
"Im at Scorpion Fleet Shipyards in Brooklyn Navy Yard NY ",0
"Sitting in NY airport during Carnival season it’s funny to hear foreigners talking about which fete they going and complaining bout “the promoters and dem always makin it hard for people” 
“I have my scorch ticket but imma need to call my link for that Brainwash” ",0
"A04346 NEW Requires the state board of parole to find that an inmate presents an unreasonable current public safety risk to deny discretio ",0
"Every time I come to NY I try to stop myself from sounding like a tourist But nigga I cant help it Im from Orlando bitch Where I can walk the entire length of downtown in 30 minutes THIS SHIT IS AMAZING ğŸ˜",0
"Glendale NY Tue Jul 28th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
" is asking the federal government to release 20000 surplus to state ",0
"Im at BNY High Street Shuttle Stop in Brooklyn NY ",0
"NY niggas are weird bro ",0
"Almost bitches Linden Yard Fleet Operations in Brooklyn NY ",0
" Typical jersey nigga wanting to be from NY so bad ğŸ˜ğŸ˜ğŸ˜",0
" can I get some yeezyâ€™s My poor ass canâ€™t afford them especially living in NYğŸ˜",0
"SEE IT Enraged white SUV driver tries to mow down George Floyd protesters on Queens sidewalk after threatening them with knives ",0
"Itâ€™s really been a lonely n boring year for me so far I have not left NY ğŸ˜ no carnivals no weekend getaways yâ€™all this making me sad just thinking about it",0
"NY STATE IS LAWLESS 
WHERE ARE THESE PROSECUTIONS
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",0
" Oh girl us NYERS fight dirty lol",0
"Seeing “No Time to Die” Alamo Drafthouse Cinema in Brooklyn NY ",0
"Updated Incident on Both directions at Brooklyn Bridge ",0
"I feel really itchy after eating Taco Bell last week can something explain this in addition to what Im hit with in since 2007 or do I have to call the department and center of poison and disease control Someonepeople in NY know if this who served the food knows of this",0
"Since they don’t deliver kakeshop to NYI’ll take Dior bag
No need to pay for deliverythe Dior store is walking distance from me ",0
"Our story tonight on thanks to and for speaking with about the state of the B1526 variant first discovered in NY and now spreading across the US in a “perverted mutant race” — Chris Mason ",0
"Dont forget Go Vote Bronx NY ",0
"Manhattan normally a hustlebustle place until NY was shut down Our clients left to stay in their winter home in Florida Unfortunately we were just finishing their apartment and ready for accessories Lighting… ",0
"DEMONSTRATORS OF COLUMBUS STATUE THREATENED BY COUNTERPROTESTERS IN BELMONT ON SATURDAY SEPTEMBER 19 Bronx NY ",0
"Flushing NY Fri Oct 18th PM Forecast TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41",0
"In this episode I discuss the drama surrounding Anthony Davis and his trade demands along with Kristaps Porzingis being traded from The NY Knicks I discuss the NBA All Star Gameâ€ ",0
"Its humid in Ny and its making my allergies act up a lot I canâ€™t stop sneezing ",0
" New Yorks Board of Elections has been a scandal for decades and the mediaoutside of the NY Post and the WSJ refuse to talk about it See whats going on in ",0
"King Kong fell on this side
 ",0
"Bro when I was in school we used to go to school in some treacherous weather I would wake up only to be flabbergasted that school was still open after 7 inches of snow Yâ€™all kids in NY so lucky ğŸ˜",0
"Apartment shopping in NY is the WORST",0
"Nigg a got Luda over Cam this why you shouldnâ€™t run ny radio dead hate this dude idek why I looked ",0
" just said â€œthis should be it for € before she called him â€œoverdone toastâ€followed by saying â€œhe didnâ€™t even want 2 go back 2 NYâ€ ending w if he canâ€™t handle his police Dept he definitely canâ€™t handle the Presidency ğŸ˜",0
"Im at Terminal 1 in Queens NY ",0
"Donâ€™t forget to stop by to say hi to our atyourbeatstudiony staffs today ğŸ•ğŸ At Your Beat Brooklyn ",0
"Bob “Hey man I’m like in NY you can just eat it” 

Him “or I’ll give it to a bum”

Bob “whatever I’m not in Boston I don’t give a fuck” ",0
"S01946 NEW Includes within the class D felony of assault in the second degree the causation of serious physical injury to another person ",0
"Im at Linden Shop Dirt Yard in Brooklyn NY ",0
"Briarwood NY Mon Mar 23rd AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
" Lamelo embodies a NY nigga too him and Zo idk bout gelo",0
"Accident in on The Cross Island Pkwy NB at RT25 Jericho Tnpk Exit 27 stopped traffic back to Hempstead TpkNY Rt24 ",0
"Were facing a terrible homeless crisis The driving factor is a lack of affordable housing

It’s time for transparency on how many affordable units are vacant and proactive City policies to fill these units as soon as possible — by any means necessary ",0
"Even Mayor de Blasio finally acknowledged the significance of millions of naturally immune New Yorkers

NY Gov Cuomo either doesn’t know that people who had Covid develop immunity or he always lies about it

Unacceptable Cuomo is just so bad at this ",0
"Finally cancelling at Williamsburg in Brooklyn NY ",0
" So sad they have cancelled your event tomorrow at marquee NY ",0
"Elmhurst NY Wed Aug 26th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Sunday late afternoon hang with Pearls Social Billy Club in Brooklyn NY ",0
"Lockdown Chronicles weekend shoot Rev Kev Bronx NY ",0
"S03298 NEW Relates to extortion or coercion related to immigration status ",0
" I don’t know florida so i cant talk shit Claramente ningunos conocen NY",0
"Corona NY Tue Oct 8th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"Bravo Remember when all them republicans Trump cock sucking Governorssenators and congressmen were talking shit about NY when we were the epicenter 2 years later… NY is still after Cali Texas and Florida less deaths and cases ",0
" NY is still in lockdown Most people wear masks Weve had too many deaths here to pretend its overblown",0
"Elliot Chow Chow mix 5 yo Domino Park Brooklyn NY â€ â€œHe almost died five timesâ€ contâ€™d in images ",0
"Im at Starbucks in Flushing NY ",0
"I just saw something about In Out Burger online and now Im so sad we dont have it in NY had it in San Francisco two years ago and nearly wept",0
"You would HATE NY my boy ",0
"Im at Pho HoÃ ng in Flushing NY ",0
"Dancehall class cumbe Bedford Stuyvesant Restoration Corporation in Brooklyn NY ",0
"Cuomo wants to micromanage New Yorkers having a beer outside but has no problem with sending dumb little germ factories to congregate in closed spaces If NY covid numbers spike it wont be because I didnt have a sandwich with my beer ",0
"Far Rockaway NY Mon Dec 30th AM Forecast TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31",0
"i’ve been in NY for almost a week now and still don’t want to leave",0
"ONLY in A painting worth at least 1million being schlepped across an intersection basically unprotected ğŸ˜ Per who was stopped at a red light on Parkâ€ ",0
